Wban Number, YearMonthDay, Max Temp, Min Temp, Avg Temp, Dep from Normal, Avg Dew Pt, Avg Wet Bulb, Heating Degree Days, Cooling Degree Days, Significant Weather, Snow/Ice Depth, Snow/Ice Water Equiv, Precipitation Snowfall, Precipitation Water Equiv, Pressue Avg Station, Pressure Avg Sea Level, Wind Speed, Wind Direction, Wind Avg Speed, Max 5 sec speed, Max 5 sec Dir, Max 2 min speed, Max 2 min Dir
13976,19960722,94,74,   84,  02,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13976,19960723,96,76,   86,  04,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13976,19960724,92,73,   83,  01,-,-,-,-,TS RA ,  0,-, 0.0,  .16,-,-,-,-,-,-,-,-,-
13976,19960725,85,72,   79, -03,-,-,-,-,TS RA VCSH ,  0,-, 0.0,  .02,-,-,-,-,-,-,-,-,-
13976,19960726,84,72,   78, -04,-,-,-,-,TS RA BR ,  0,-, 0.0,  .90,-,-,-,-,-,-,-,-,-
13976,19960727,93,73,   83,  01,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13976,19960728,89,74,   82,  00,-,-,-,-,TS RA VCSH ,  0,-, 0.0,  .73,-,-,-,-,-,-,-,-,-
13976,19960729,94,73,   84,  01,-,-,-,-,SHRA BR ,  0,-, 0.0,T    ,-,-,-,-,-,-,-,-,-
13976,19960730,89,74,   82, -01,-,-,-,-,TS RA SHRA ,  0,-, 0.0,  .18,-,-,-,-,-,-,-,-,-
13976,19960731,89,74,   82, -01,-,-,-,-,TS RA SHRA VCSH ,  0,-, 0.0,  .08,-,-,-,-,-,-,-,-,-
13978,19960701,99,74,   87,  06,-,-,-,-,BR HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960702,95,75,   85,  04,-,-,-,-,BR HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960703,97,72,   85,  04,-,-,-,-,HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960704,90,65,   78, -03,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960705,92,64,   78, -03,-,-,-,-,HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960706,94,68,   81,  00,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960707,97,77,   87,  06,-,-,-,-,BR HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960708,95,77,   86,  05,-,-,-,-,HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960709,95,74,   85,  04,-,-,-,-,HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960710,88,70,   79, -02,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960711,91,72,   82,  01,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960712,92,72,   82,  01,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960713,91,73,   82,  00,-,-,-,-,BR HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960714,88,74,   81, -01,-,-,-,-,TS RA BR HZ ,  0,-, 0.0,  .30,-,-,-,-,-,-,-,-,-
13978,19960715,91,74,   83,  01,-,-,-,-,BR ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960716,94,73,   84,  02,-,-,-,-,TS RA BR HZ ,  0,-, 0.0,  .10,-,-,-,-,-,-,-,-,-
13978,19960717,97,74,   86,  04,-,-,-,-,BR ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960718,95,76,   86,  04,-,-,-,-,HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960719,95,76,   86,  04,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960720,95,75,   85,  03,-,-,-,-,BR ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960721,95,78,   87,  05,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960722,97,72,   85,  03,-,-,-,-,TS RA BR ,  0,-, 0.0,  .09,-,-,-,-,-,-,-,-,-
13978,19960723,93,70,   82,  00,-,-,-,-,RA ,  0,-, 0.0,T    ,-,-,-,-,-,-,-,-,-
13978,19960724,91,72,   82,  00,-,-,-,-,TS RA BR ,  0,-, 0.0,  .86,-,-,-,-,-,-,-,-,-
13978,19960725,88,71,   80, -02,-,-,-,-,RA DZ BR ,  0,-, 0.0,  .01,-,-,-,-,-,-,-,-,-
13978,19960726,91,70,   81, -01,-,-,-,-,BR HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960727,90,71,   81, -01,-,-,-,-,RA BR HZ ,  0,-, 0.0,T    ,-,-,-,-,-,-,-,-,-
13978,19960728,87,71,   79, -03,-,-,-,-,TS SHRA ,  0,-, 0.0,T    ,-,-,-,-,-,-,-,-,-
13978,19960729,91,73,   82,  00,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13978,19960730,90,72,   81, -01,-,-,-,-,TS RA ,  0,-, 0.0,T    ,-,-,-,-,-,-,-,-,-
13978,19960731,86,72,   79, -03,-,-,-,-,TS RA SHRA BR ,  0,-, 0.0,  .01,-,-,-,-,-,-,-,-,-
13981,19960701,95,68,  82 ,  82, 69, 73,  0, 17,-,0.0,-,-, 0.00,28.87,29.93,  4.3,18, 5.9, 20,19, 16,19
13981,19960702,97,75,  86 ,  86, 70, 75,  0, 21,HZ ,0.0,-,0   , 0.00,28.82,29.87,  3.1,13, 6.9, 21,16, 17,15
13981,19960703,89,72,  81 ,  81, 61, 68,  0, 16,-,0.0,-,0   , 0.00,28.88,29.92,  9.2,8,10.1, 31,3, 23,4
13981,19960704,79,64,  72 ,  72, 64, 66,  0,  7,TS TSRA RA FG ,0.0,-,0   , 0.95,28.82,29.87,  9.2,11,11.5, 39,1, 31,1
13981,19960705,86,67,  77 ,  77, 69, 71,  0, 12,FG HZ ,0.0,-,0   , 0.00,28.79,29.83,  9.2,12, 9.9, 17,13, 15,14
13981,19960706,95,73,  84 ,  84, 73, 76,  0, 19,FG HZ ,0.0,-,0   , 0.00,28.71,29.76,  4.6,9, 8.8, 17,3, 14,4
13981,19960707,89,75,  82 ,  82, 73, 76,  0, 17,FG HZ ,0.0,-,0   , 0.00,28.78,29.82,  6.0,3, 7.8, 21,11, 17,9
13981,19960708,86,67,  77 ,  77, 66, 70,  0, 12,TS TSRA RA FG+ FG ,0.0,-,0   , 2.27,28.80,28.72,  5.0,1, 8.2, 43,29, 34,29
13981,19960709,77,63,  70 ,  70, 59, 63,  0,  5,-,0.0,-,0   , 0.00,28.99,30.05,  5.3,1, 5.6, 16,1, 14,2
13981,19960710,76,57*,  67 ,  67, 56, 61,  0,  2,-,0.0,-,0   ,  T  ,29.08,30.15,  6.3,8, 6.2, 20,8, 15,9
13981,19960711,71,66,  69 ,  69, 63, 65,  0,  4,FG ,0.0,-,0   ,  T  ,29.00,30.07,  7.4,15, 7.0, 23,15, 17,16
13981,19960712,81,66,  74 ,  74, 65, 67,  0,  9,FG ,0.0,-,-, 0.00,28.96,30.00,  1.4,24, 2.0,  8,14,  7,15
13981,19960713,85,64,  75 ,  75, 68, 70,  0, 10,FG ,0.0,-,0   ,  T  ,28.87,29.93,  3.7,18, 4.7, 13,19, 11,19
13981,19960714,80,63,  72 ,  72, 65, 67,  0,  7,TS TSRA RA FG ,0.0,-,0   , 0.59,28.83,29.89,  5.4,2, 6.8, 22,1, 17,36
13981,19960715,87,60,  74 ,  74, 64, 67,  0,  9,-,0.0,-,0   , 0.00,28.95,30.00,  5.0,19, 6.0, 15,21, 13,20
13981,19960716,89,63,  76 ,  76, 69, 72,  0, 11,-,0.0,-,0   , 0.00,28.93,29.97, 10.6,16,10.9, 22,15, 18,16
13981,19960717,91,75,  83 ,  83, 72, 75,  0, 18,-,0.0,-,0   , 0.00,28.90,29.93, 16.4,17,16.5, 34,15, 26,16
13981,19960718,95,76,  86 ,  86, 73, 76,  0, 21,-,0.0,-,-, 0.00,28.89,29.94, 15.3,18,15.5, 31,20, 23,20
13981,19960719,97,76,  87 ,  87, 73, 77,  0, 22,-,0.0,-,-, 0.00,28.87,29.91, 11.9,18,12.2, 23,19, 18,19
13981,19960720,97*,78,  88*,  88, 74, 77,  0, 23,TS FG ,0.0,-,-, 0.08,28.77,29.82, 10.2,17,10.4, 24,14, 20,15
13981,19960721,87,73,  80 ,  80, 73, 75,  0, 15,FG ,0.0,-,0   , 0.00,28.81,29.86,  3.9,1, 6.0, 14,4, 11,4
13981,19960722,90,69,  80 ,  80, 68, 71,  0, 15,TS RA FG ,0.0,-,0   , 0.26,28.91,29.97,  3.2,1, 8.7, 41,28, 32,29
13981,19960723,87,66,  77 ,  77, 65, 68,  0, 12,FG ,0.0,-,0   , 0.15,28.96,30.01,  1.1,3, 4.0, 13,12, 10,13
13981,19960724,89,65,  77 ,  77, 64, 68,  0, 12,-,0.0,-,0   , 0.00,28.94,29.99,  3.7,33, 5.8, 17,1, 13,1
13981,19960725,85,61,  73 ,  73, 59, 64,  0,  8,FG ,0.0,-,0   , 0.00,29.03,30.10,  5.3,2, 6.3, 17,1, 14,1
13981,19960726,69,62,  66*,  66, 60, 62,  0,  1,FG ,0.0,-,0   , 0.12,29.08,30.14,  6.5,9, 7.4, 20,9, 16,9
13981,19960727,84,58,  71 ,  71, 63, 67,  0,  6,-,0.0,-,0   , 0.00,29.04,30.11,  1.6,5, 3.1, 13,7,  9,2
13981,19960728,93,65,  79 ,  79, 67, 70,  0, 14,FG ,0.0,-,0   , 0.00,29.02,30.08,  3.8,19, 5.8, 17,24, 14,25
13981,19960729,82,68,  75 ,  75, 69, 71,  0, 10,-,0.0,-,0   , 0.00,28.98,30.03,  5.2,15, 7.1, 22,10, 17,9
13981,19960730,86,67,  77 ,  77, 63, 67,  0, 12,-,0.0,-,0   , 0.00,29.00,30.04,  4.3,2, 6.1, 17,36, 14,1
13981,19960731,84,67,  76 ,  76, 62, 66,  0, 11,-,0.0,-,0   , 0.00,28.99,30.06,  6.6,8, 6.9, 15,8, 13,8
13984,19960701,95,67,  81 ,   3, 63, 70,  0, 16,HZ ,M  ,-,-, 0.00,28.38,29.93,  5.9,14, 6.0, 21,11, 15,16
13984,19960702,99,68,  84 ,   6, 65, 71,  0, 19,-,M  ,-,-, 0.00,28.34,29.89,  3.6,6, 6.4, 18,7, 14,6
13984,19960703,94,68,  81 ,   3, 59, 67,  0, 16,HZ ,M  ,-,-, 0.00,28.35,29.90, 13.7,12,15.3, 43,9, 34,12
13984,19960704,90,68,  79 ,   1, 62, 68,  0, 14,-,M  ,-,-, 0.00,28.26,29.80, 16.2,13,16.7, 34,15, 28,15
13984,19960705,91,65,  78 ,  -1, 67, 70,  0, 13,FG ,M  ,-,-, 0.00,28.27,29.82,  9.1,12,10.4, 21,12, 17,13
13984,19960706,94,71,  83 ,   4, 70, 73,  0, 18,FG HZ ,M  ,-,-, 0.00,28.26,29.81,  7.1,7, 8.1, 18,2, 15,2
13984,19960707,92,71,  82 ,   3, 67, 71,  0, 17,TS FG HZ ,M  ,-,-,  T  ,28.30,29.85,  5.5,9, 9.9, 28,8, 21,8
13984,19960708,79,62,  71 ,  -8, 59, 64,  0,  6,TS TSRA FG SQ ,M  ,-,-, 1.16,28.37,29.92,  7.7,36,10.3, 52,32, 43,33
13984,19960709,79,62,  71 ,  -8, 55, 61,  0,  6,-,M  ,-,-, 0.00,28.51,30.09,  6.1,4, 6.5, 18,2, 14,4
13984,19960710,78,57,  68 , -11, 53, 59,  0,  3,-,M  ,-,-, 0.00,28.56,30.15,  7.0,14, 7.7, 20,8, 16,13
13984,19960711,74,58,  66*, -13, 61, 64,  0,  1,RA FG ,M  ,-,-,  T  ,28.45,30.03,  8.9,18, 9.2, 23,17, 17,18
13984,19960712,88,65,  77 ,  -3, 61, 66,  0, 12,FG ,M  ,-,-,  T  ,28.44,29.99,  4.4,32, 6.3, 16,32, 14,32
13984,19960713,88,65,  77 ,  -3, 62, 66,  0, 12,TS TSRA FG ,M  ,-,-, 0.66,28.36,29.91,  5.3,18, 6.4, 28,20, 20,17
13984,19960714,82,63,  73 ,  -7, 60, 65,  0,  8,TS TSRA RA FG ,M  ,-,-, 0.42,28.37,29.92,  6.1,34, 8.2, 23,2, 17,31
13984,19960715,91,66,  79 ,  -1, 59, 66,  0, 14,-,M  ,-,-, 0.00,28.38,29.93,  9.9,21,11.1, 21,24, 17,24
13984,19960716,93,70,  82 ,   2, 68, 72,  0, 17,-,M  ,-,-,  T  ,28.29,29.84, 15.0,17,16.4, 31,16, 25,16
13984,19960717,98,77,  88 ,   8, 68, 74,  0, 23,-,M  ,-,-, 0.00,28.22,29.77, 19.4,19,19.6, 36,19, 28,19
13984,19960718,100*,78,  89*,   9, 68, 74,  0, 24,-,M  ,-,-, 0.00,28.29,29.81, 14.5,19,15.4, 29,18, 22,21
13984,19960719,99,73,  86 ,   6, 70, 74,  0, 21,TS TSRA FG ,M  ,-,-, 0.72,28.31,29.86,  3.2,17, 8.9, 28,18, 21,19
13984,19960720,83,71,  77 ,  -3, 72, 73,  0, 12,TS TSRA FG ,0.0,-,-, 0.20,28.30,29.83,  4.8,3, 7.8, 18,2, 16,1
13984,19960721,84,67,  76 ,  -4, 70, 72,  0, 11,FG+ FG ,M  ,-,-, 0.00,28.34,29.90,  4.1,7, 5.8, 16,2, 14,2
13984,19960722,85,65,  75 ,  -5, 68, 69,  0, 10,TS TSRA FG+ FG HZ ,0.0,-,-, 1.03,28.46,28.89,  4.9,3, 8.0, 56,32, 41,34
13984,19960723,84,59,  72 ,  -8, 61, 65,  0,  7,-,M  ,-,-,  T  ,28.46,30.03,  4.0,25, 6.9, 32,32, 28,32
13984,19960724,83,60,  72 ,  -8, 61, 65,  0,  7,-,M  ,-,-, 0.00,28.48,30.04,  5.3,33, 6.9, 21,34, 16,36
13984,19960725,83,58,  71 ,  -9, 59, 64,  0,  6,TS TSRA ,M  ,-,-, 0.06,28.54,30.11,  1.1,30, 4.7, 16,12, 14,12
13984,19960726,80,61,  71 ,  -9, 61, 64,  0,  6,-,M  ,-,-, 0.00,28.52,30.11,  9.2,15,10.0, 23,18, 20,17
13984,19960727,86,56*,  71 ,  -9, 62, 65,  0,  6,FG ,M  ,-,-, 0.00,28.53,30.11,  3.1,21, 5.4, 14,26, 13,23
13984,19960728,90,68,  79 ,  -1, 64, 69,  0, 14,TS TSRA ,M  ,-,-,  T  ,28.50,30.06,  3.4,26, 7.4, 46,23, 40,23
13984,19960729,86,65,  76 ,  -4, 65, 69,  0, 11,-,M  ,-,-,  T  ,28.48,30.02,  3.7,36, 6.5, 15,34, 13,34
13984,19960730,83,59,  71 ,  -9, 58, 63,  0,  6,-,M  ,-,-, 0.00,28.50,30.08,  3.3,4, 5.5, 15,4, 11,3
13984,19960731,80,61,  71 ,  -9, 61, 65,  0,  6,-,M  ,-,-, 0.00,28.49,30.07,  8.6,10, 9.2, 24,10, 20,10
13985,19960701,96,62,  79 ,   1, 62, 68,  0, 14,FG HZ ,0.0,-,0   , 0.00,27.27,29.94,  6.9,19, 7.9, 24,20, 17,14
13985,19960702,101,64,  83 ,   4, 59, 68,  0, 18,-,0.0,-,0   , 0.00,27.23,29.87,  5.6,12, 7.3, 22,5, 17,7
13985,19960703,100,71,  86 ,   7, 60, 69,  0, 21,-,0.0,-,0   , 0.00,27.25,29.85,  9.1,14, 9.4, 20,16, 16,13
13985,19960704,105*,71,  88 ,   9, 56, 68,  0, 23,-,0.0,-,0   , 0.00,27.11,29.71,  9.3,22,11.2, 26,25, 22,24
13985,19960705,99,68,  84 ,   5, 63, 70,  0, 19,-,0.0,-,0   , 0.00,27.11,29.74,  5.9,7, 9.3, 24,8, 22,8
13985,19960706,101,73,  87 ,   8, 66, 73,  0, 22,-,0.0,-,0   ,  T  ,27.16,29.78,  1.5,29, 8.1, 38,2, 28,3
13985,19960707,98,70,  84 ,   4, 64, 71,  0, 19,TS TSRA FG HZ ,M  ,-,-, 0.13,27.19,29.82,  7.2,11,15.0, 51,29, 44,30
13985,19960708,87,63,  75 ,  -5, 62, 67,  0, 10,TS TSRA ,M  ,-,-, 0.02,27.23,29.87, 13.0,6,14.1, 32,4, 26,3
13985,19960709,66,58,  62 , -18, 58, 60,  3,  0,TS RA FG ,M  ,-,-, 0.02,27.38,30.07, 10.3,9,10.7, 24,9, 21,9
13985,19960710,66,58,  62*, -18, 57, 59,  3,  0,DZ FG ,0.0,-,0   , 0.03,27.42,30.14, 10.2,12,10.8, 21,11, 17,11
13985,19960711,75,58*,  67 , -13, 61, 63,  0,  2,FG ,0.0,-,0   , 0.00,27.31,30.00, 11.3,16,11.8, 22,15, 20,15
13985,19960712,85,66,  76 ,  -4, 64, 68,  0, 11,FG+ FG BR ,0.0,-,0   , 0.00,27.33,30.01,  6.5,10, 8.4, 18,8, 15,6
13985,19960713,89,62,  76 ,  -4, 63, 67,  0, 11,TS TSRA FG SQ ,0.0,-,0   , 0.44,27.26,29.91,  9.9,17,10.5, 64,32, 47,33
13985,19960714,84,62,  73 ,  -7, 60, 64,  0,  8,TS TSRA ,0.0,-,0   , 0.09,27.28,29.95,  7.3,35,11.1, 29,1, 24,1
13985,19960715,91,61,  76 ,  -4, 61, 66,  0, 11,-,0.0,-,0   , 0.00,27.28,29.95, 13.3,18,14.0, 26,17, 23,16
13985,19960716,95,68,  82 ,   1, 65, 70,  0, 17,-,0.0,-,0   , 0.00,27.17,29.82, 17.9,18,18.9, 32,18, 26,18
13985,19960717,99,74,  87 ,   6, 64, 67,  0, 22,-,0.0,-,0   , 0.00,27.12,29.77, 18.0,19,20.9, 34,18, 32,21
13985,19960718,101,75,  88*,   7, 63, 71,  0, 23,-,0.0,-,0   , 0.00,27.21,29.83, 16.0,19,17.1, 33,17, 28,17
13985,19960719,97,67,  82 ,   1, 64, 70,  0, 17,-,0.0,-,0   , 0.00,27.25,29.88,  8.2,21, 9.1, 24,22, 21,22
13985,19960720,99,68,  84 ,   3, 67, 72,  0, 19,FG ,0.0,-,0   , 0.00,27.19,29.82,  1.8,32, 7.2, 23,6, 20,6
13985,19960721,104,68,  86 ,   5, 64, 70,  0, 21,TS TSGS TSRA GR FG HZ ,0.0,-,0   , 0.85,27.22,28.74,  6.6,12,12.2, 55,14, 43,11
13985,19960722,93,65,  79 ,  -2, 64, 68,  0, 14,TS TSRA ,0.0,-,0   , 0.05,27.33,28.84,  4.7,14, 9.1, 34,26, 29,24
13985,19960723,88,62,  75 ,  -6, 64, 67,  0, 10,TS TSRA FG+ FG HZ ,0.0,-,0   , 0.83,27.36,30.02,  4.8,13,10.1, 48,24, 33,6
13985,19960724,83,65,  74 ,  -7, 63, 66,  0,  9,TS TSRA ,0.0,-,0   , 0.07,27.38,30.05,  6.6,33,14.4, 29,17, 29,17
13985,19960725,87,64,  76 ,  -5, 63, 67,  0, 11,TS TSRA FG ,0.0,-,0   , 0.27,27.42,30.08,  6.1,15, 8.1, 32,21, 25,20
13985,19960726,81,63,  72 ,  -9, 64, 66,  0,  7,TS TSRA FG ,0.0,-,0   , 1.22,27.40,30.06,  4.8,12, 8.5, 28,24, 23,36
13985,19960727,86,65,  76 ,  -5, 65, 68,  0, 11,FG HZ ,0.0,-,0   , 0.00,27.43,30.10,  4.9,17, 7.8, 18,20, 16,19
13985,19960728,89,67,  78 ,  -3, 66, 70,  0, 13,FG HZ ,0.0,-,0   , 0.00,27.41,30.05,  9.5,16,11.1, 24,19, 18,17
13985,19960729,86,64,  75 ,  -6, 65, 69,  0, 10,TS TSRA FG+ FG HZ ,0.0,-,0   , 2.07,27.37,30.02,  4.7,6,10.8, 79,2, 56,36
13985,19960730,77,65,  71 , -10, 62, 65,  0,  6,-,0.0,-,0   ,  T  ,27.40,30.06,  8.1,8, 8.5, 18,8, 14,7
13985,19960731,82,62,  72 ,  -9, 65, 68,  0,  7,FG ,0.0,-,0   , 0.00,27.36,30.03,  9.3,16,10.0, 22,16, 17,17
13986,19960701,96,63,  80 ,  80, 67, 71,  0, 15,-,M  ,-,-,  M  ,28.33,29.92,  0.8,4, 3.5, 16,16, 13,16
13986,19960702,101,68,  85 ,  85, 67, 73,  0, 20,-,M  ,-,-,  M  ,28.25,29.85,  1.9,11, 5.4, 20,9, 16,10
13986,19960703,99,73,  86 ,  86, 66, 72,  0, 21,-,M  ,-,-,  M  ,28.26,29.87, 11.3,12,12.2, 30,11, 25,10
13986,19960704,92,71,  82 ,  82, 65, 70,  0, 17,-,M  ,-,-,  M  ,28.16,29.75, 14.0,14,14.5, 31,16, 25,16
13986,19960705,93,67,  80 ,  80, 68, 72,  0, 15,-,M  ,-,-,  M  ,28.18,29.77,  9.4,11, 9.6, 20,11, 15,11
13986,19960706,95,71,  83 ,  83, 72, 75,  0, 18,FG HZ ,M  ,-,-,  M  ,28.16,29.75,  2.7,7, 5.9, 17,36, 14,1
13986,19960707,95,72,  84 ,  84, 69, 74,  0, 19,FG HZ ,M  ,-,-,  M  ,28.21,29.82,  7.4,8,10.2, 32,35, 20,34
13986,19960708,84,64,  74 ,  74, 59, 65,  0,  9,RA FG ,M  ,-,-,  M  ,28.27,29.87,  6.9,4, 8.9, 45,3, 34,29
13986,19960709,76,58,  67 ,  67, 60, 62,  0,  2,RA FG ,M  ,-,-,  M  ,28.42,30.06,  2.3,19, 2.8, 18,35, 14,34
13986,19960710,76,58,  67 ,  67, 56, 60,  0,  2,-,M  ,-,-,  M  ,28.50,30.13,  6.0,15, 7.7, 20,10, 16,11
13986,19960711,69,62,  66*,  66, 62, 63,  0,  1,FG HZ ,M  ,-,-,  M  ,28.39,30.03,  8.8,16, 9.1, 20,17, 16,17
13986,19960712,86,65,  76 ,  76, 65, 68,  0, 11,FG ,M  ,-,-,  M  ,28.36,29.99,  0.3,24, 4.6, 11,20,  9,19
13986,19960713,88,66,  77 ,  77, 65, 69,  0, 12,-,M  ,-,-,  M  ,28.27,29.90,  5.8,21, 7.0, 29,19, 20,20
13986,19960714,84,59,  72 ,  72, 61, 65,  0,  7,RA FG ,M  ,-,-,  M  ,28.29,29.90,  6.2,1, 6.2, 25,34, 20,33
13986,19960715,91,56*,  74 ,  74, 61, 66,  0,  9,-,M  ,-,-,  M  ,28.33,29.96,  7.2,20, 8.6, 21,17, 17,18
13986,19960716,95,71,  83 ,  83, 68, 72,  0, 18,-,M  ,-,-,  M  ,28.26,29.87, 15.4,18,15.7, 30,18, 24,17
13986,19960717,98,77,  88 ,  88, 68, 74,  0, 23,HZ ,M  ,-,-,  M  ,28.21,29.81, 20.0,19,20.3, 38,18, 32,20
13986,19960718,101*,76,  89*,  89, 67, 74,  0, 24,-,M  ,-,-,  M  ,28.27,29.85, 16.9,19,17.2, 31,20, 26,19
13986,19960719,99,76,  88 ,  88, 68, 74,  0, 23,-,M  ,-,-,  M  ,28.27,29.85,  8.9,21, 9.9, 21,19, 16,18
13986,19960720,95,75,  85 ,  85, 72, 76,  0, 20,-,M  ,-,-,  M  ,28.20,29.79,  2.8,31, 8.5, 23,31, 20,32
13986,19960721,93,69,  81 ,  81, 72, 75,  0, 16,RA FG ,M  ,-,-,  M  ,28.24,28.72,  4.6,6, 6.9, 52,30, 45,29
13986,19960722,95,68,  82 ,  82, 66, 70,  0, 17,TS TSRA FG ,M  ,-,-,  M  ,28.33,29.95,  3.4,5, 7.6, 31,3, 24,3
13986,19960723,91,65,  78 ,  78, 64, 68,  0, 13,TS TSRA FG ,M  ,-,-,  M  ,28.37,30.00,  2.8,11, 5.5, 18,1, 15,1
13986,19960724,89,64,  77 ,  77, 50, 59,  0, 12,TS ,M  ,-,-,  M  ,28.40,30.01,  5.4,34, 5.4, 28,34, 23,34
13986,19960725,89,58,  74 ,  74, 59, 65,  0,  9,FG HZ ,M  ,-,-,  M  ,28.46,30.08,  4.3,11, 6.1, 17,12, 14,12
13986,19960726,76,61,  69 ,  69, 63, 64,  0,  4,FG ,M  ,-,-,  M  ,28.46,30.09,  8.5,14,10.2, 26,11, 22,13
13986,19960727,88,57,  73 ,  73, 64, 67,  0,  8,FG ,M  ,-,-,  M  ,28.46,30.10,  2.7,30, 4.3, 16,13, 11,31
13986,19960728,93,68,  81 ,  81, 65, 70,  0, 16,-,M  ,-,-,  M  ,28.44,30.06,  3.4,21, 7.3, 24,1, 20,1
13986,19960729,91,74,  83 ,  83, 67, 72,  0, 18,-,M  ,-,-,  M  ,28.38,29.99,  3.3,23, 6.8, 26,26, 22,25
13986,19960730,87,62,  75 ,  75,-,-,  0, 10,-,M  ,-,-,  M  ,-,-,-,-, 5.2, 16,7, 13,7
13986,19960731,89,66,  78 ,  78, 64, 68,  0, 13,-,M  ,-,-,  M  ,28.38,30.02,  8.0,15,10.1, 22,19, 18,19
13987,19960701,95,71,   83,  05,-,-,-,-,BR ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13987,19960702,96,70,   83,  04,-,-,-,-,TS RA ,  0,-, 0.0,  .30,-,-,-,-,-,-,-,-,-
13987,19960703,89,70,   80,  01,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13987,19960704,77,65,   71, -08,-,-,-,-,TSRA RA SHRA BR ,  0,-, 0.0, 1.36,-,-,-,-,-,-,-,-,-
13987,19960705,88,69,   79,  00,-,-,-,-,TS HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13987,19960706,96,75,   86,  07,-,-,-,-,BR HZ ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13987,19960707,94,75,   85,  06,-,-,-,-,BR ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13987,19960708,87,70,   79, -01,-,-,-,-,TS RA BR SQ ,  0,-, 0.0,  .56,-,-,-,-,-,-,-,-,-
13987,19960709,78,63,   71, -09,-,-,-,-,SHRA ,  0,-, 0.0,T    ,-,-,-,-,-,-,-,-,-
13987,19960710,79,58,   69, -11,-,-,-,-,RA ,  0,-, 0.0,  .04,-,-,-,-,-,-,-,-,-
13987,19960711,74,65,   70, -10,-,-,-,-,BR ,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13987,19960712,81,66,   74, -06,-,-,-,-,RA BR HZ ,  0,-, 0.0,  .01,-,-,-,-,-,-,-,-,-
13987,19960713,84,64,   74, -06,-,-,-,-,SHRA FG BR ,  0,-, 0.0,  .01,-,-,-,-,-,-,-,-,-
13987,19960714,80,64,   72, -08,-,-,-,-,TS RA SHRA ,  0,-, 0.0,  .38,-,-,-,-,-,-,-,-,-
13987,19960715,87,62,   75, -05,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13987,19960716,91,67,   79, -01,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13987,19960717,92,76,   84,  04,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13987,19960718,93,77,   85,  05,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13987,19960719,95,76,   86,  06,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
13987,19960720,97,80,   89,  08,-,-,-,-,-,  0,-, 0.0, 0.00,-,-,-,-,-,-,-,-,-
